job,salary,where,time,catagory,num,createtime,companyname,properties,scale,industry
管培生,年薪6-12w,珠海,应届,生产计划/调度,20人,昨天发布,珠海华冠科技股份有限公司,国有企业,100-499人,机械设备制造
应届毕业生/管培生,年薪8-11w,厦门,应届,管理培训生,2人,昨天发布,中联航运有限公司,中外合营(合资·合作),100-499人,交通/物流/运输
周大生2021届秋招综合类管培生,年薪5-7w,厦门,应届,储备干部,10人,昨天发布,周大生,国内上市公司,2000-5000人,工艺品/珠宝/玩具
"Trainee, Global Entity Management",年薪5-7w,成都,应届,合规专员/助理,10人,昨天发布,凯誉管理咨询,外商独资·外企办事处,100-499人,专业服务(咨询/财会/法律/翻译等)
实习安全员,年薪2-5w,西安-灞桥区,应届,建筑工程安全管理,2人,昨天发布,重庆渝发建设有限公司,私营·民营企业,1000-2000人,房地产开发/建筑/建材/工程
内容运营,150元/日,杭州-滨江区,实习4天/周,内容运营,1人,昨天发布,丁香园,私营·民营企业,1000-2000人,移动医疗
测试工程师（上海、北京、深圳、厦门）,年薪15-24w,北京,应届,测试工程师,5人,昨天发布,Kyligence,私营·民营企业,100-499人,计算机软件
海外游戏运营（校招）,年薪6-10w,广州,应届,游戏运营,2人,昨天发布,卓动科技,私营·民营企业,100-499人,游戏开发
广告投放,年薪6-10w,上海-徐汇区,应届,媒介投放,2人,昨天发布,成蹊科技,私营·民营企业,100-499人,游戏开发
【校招】游戏Cocos2dx客户端开发,年薪16-22w,北京,应届,多媒体/游戏开发工程师,不限,昨天发布,创智优品,私营·民营企业,100-499人,互联网/移动互联网/电子商务
Golang开发工程师-21届,年薪7-10w,苏州-吴中区,应届,Golang,1人,昨天发布,科沃斯商用机器人有限公司,外商独资·外企办事处,500-999人,电子技术/半导体/集成电路
机械研发工程师,年薪10-18w,杭州-下城区,应届,机械工程师,不限,昨天发布,浙江兆弟控股有限公司,私营·民营企业,2000-5000人,机械制造/机电/重工
产业招商岗,年薪10-12w,深圳,应届,房地产招商,不限,昨天发布,深福保,国有企业,1000-2000人,房产开发
外贸业务员,年薪7-12w,南京-秦淮区,应届,外贸专员/助理,20人,昨天发布,泛成生物,私营·民营企业,100-499人,贸易/进出口
周大生2021届校招产品类管培生,年薪5-7w,哈尔滨,应届,储备干部,10人,昨天发布,周大生,国内上市公司,2000-5000人,工艺品/珠宝/玩具
咨询顾问（人力资源管理咨询方向）,年薪10-13w,上海-黄浦区,应届,咨询顾问/咨询员,不限,昨天发布,锐思咨询,私营·民营企业,100-499人,专业服务(咨询/财会/法律/翻译等)
交付工程师,年薪10-13w,北京,应届,实施工程师,2人,昨天发布,北京兰云科技有限公司,私营·民营企业,50-99人,网络安全
软件开发工程师（JAVA）,年薪7-12w,西安-高新区,应届,Java,5人,昨天发布,安托集团,私营·民营企业,100-499人,计算机软件
技术支持工程师（上海、北京、深圳、厦门）,年薪12-18w,深圳,应届,IT支持,5人,昨天发布,Kyligence,私营·民营企业,100-499人,计算机软件
储备生,年薪6-8w,常州-武进区,应届,组长/拉长,10人,昨天发布,江苏博大新材料科技股份有限公司,私营·民营企业,100-499人,木材加工和制造
管理培训生（国贸、英语、市场营销专业）,年薪4-5w,郑州,应届,管理培训生,10人,昨天发布,焦作隆丰皮草企业有限公司,中外合营(合资·合作),5000-10000人,服装服饰/纺织/皮革
销售代表,年薪10-12w,上海,应届,销售代表,5人,昨天发布,上海耀达保险代理有限公司,私营·民营企业,1-49人,保险
测试工程师（应届生）,年薪6-8w,厦门,应届,测试工程师,2人,昨天发布,厦门东声,私营·民营企业,1000-2000人,电子技术/半导体/集成电路
业务及平台开发工程师（校招）,年薪11-17w,广州,应届,全栈,2人,昨天发布,卓动科技,私营·民营企业,100-499人,游戏开发
人力资源助理,年薪8-12w,广州-天河区,应届,人力资源专员/助理,1人,昨天发布,新城市投资,私营·民营企业,100-499人,房产开发
招聘专员5.2K起,年薪6-12w,广州-天河区,应届,招聘专员/助理,4人,昨天发布,广州市乐有家房产经纪有限公司信华一街分公司,私营·民营企业,100-499人,房地产服务(物业管理/地产经纪)
企业文化实习生,1900元/月,福州,实习5天/周,实习生,2人,昨天发布,福富软件公司,中外合营(合资·合作),2000-5000人,计算机软件
财务管理岗（实习生）（南宁）,150元/日,南宁,实习3天/周,财务助理,不限,昨天发布,招商局蛇口工业区控股股份有限公司,国有企业,10000人以上,房地产开发/建筑/建材/工程
app开发工程师,年薪16-32w,北京-海淀区,应届,Android,1人,昨天发布,北京石头世纪科技股份有限公司,国内上市公司,500-999人,计算机硬件/网络设备
人力资源实习生,1900元/月,福州,实习5天/周,实习生,2人,昨天发布,福富软件公司,中外合营(合资·合作),2000-5000人,计算机软件
品控员,年薪4-6w,济南-章丘区,应届,质量检测员/测试员,2人,昨天发布,欣和,外商独资·外企办事处,5000-10000人,食品/饮料/烟酒/日化
售后客服,100元/日,西安-灞桥区,实习5天/周,售后咨询,2人,昨天发布,京东物流,私营·民营企业,10000人以上,交通/物流/运输
合成实习生,年薪5-8w,杭州-江干区,应届,生物工程/生物制药,2人,昨天发布,中肽生化有限公司,中外合营(合资·合作),500-999人,制药/生物工程
货运代理,年薪5-7w,深圳-福田区,应届,货运代理,3人,昨天发布,格思立供应链,私营·民营企业,50-99人,交通/物流/运输
运维工程师（实习生）,100元/月,广州-天河区,实习5天/周,运维工程师,1人,昨天发布,名特网络,国有企业,100-499人,房地产开发/建筑/建材/工程
下机位工程师实习生,年薪10-17w,苏州,应届,电子/电器工程师,3人,昨天发布,华芯微电子,私营·民营企业,50-99人,电子技术/半导体/集成电路
周大生2021届校招市场类管培生,年薪5-7w,南京,应届,储备干部,10人,昨天发布,周大生,国内上市公司,2000-5000人,工艺品/珠宝/玩具
人事实习生,3000元/月,杭州-江干区,实习3天/周,人力资源专员/助理,1人,昨天发布,优趣汇,中外合营(合资·合作),100-499人,互联网/移动互联网/电子商务
公关实习生（丁香医生）,130元/日,杭州-滨江区,实习4天/周,公关专员/助理,1人,昨天发布,丁香园,私营·民营企业,1000-2000人,移动医疗
销售运营专员/助理,年薪4-5w,武汉-硚口区,应届,销售运营专员/助理,2人,昨天发布,海天实业,私营·民营企业,500-999人,房地产开发/建筑/建材/工程
数据专员,年薪5-7w,惠州,应届,数据运营,不限,昨天发布,广东利元亨智能装备股份有限公司,私营·民营企业,2000-5000人,机器人
健安专员,年薪7-10w,惠州,应届,产品专员/助理,不限,昨天发布,广东利元亨智能装备股份有限公司,私营·民营企业,2000-5000人,机器人
周大生2021届校招产品类管培生,年薪5-7w,重庆,应届,储备干部,10人,昨天发布,周大生,国内上市公司,2000-5000人,工艺品/珠宝/玩具
城市规划与设计,年薪10-18w,上海,应届,城市规划与设计,20人,昨天发布,上海广境规划设计有限公司,私营·民营企业,50-99人,专业服务(咨询/财会/法律/翻译等)
电子工程师,年薪10-16w,北京-朝阳区,应届,硬件工程师,1人,昨天发布,徕卡测量系统贸易(北京)有限公司,外商独资·外企办事处,100-499人,百货/批发/零售
2021届-原料药分析研究员,年薪6-11w,上海-浦东新区,应届,生物工程/生物制药,15人,昨天发布,美迪西,中外合营(合资·合作),1000-2000人,制药/生物工程
法务实习,150元/月,上海-浦东新区,实习3天/周,法务专员/助理,1人,昨天发布,上海廷信实业发展集团有限公司,私营·民营企业,50-99人,股票
电商运营,年薪5-6w,宁波-鄞州区,应届,电商运营,不限,昨天发布,宁曜国际贸易,私营·民营企业,100-499人,互联网/移动互联网/电子商务
韩语翻译,150元/日,上海,实习5天/周,韩语/朝鲜语翻译,1人,昨天发布,大朋VR,私营·民营企业,100-499人,电子技术/半导体/集成电路
合成研究员,年薪5-11w,绍兴,应届,药物制剂研发,不限,昨天发布,浙江昂利康制药股份有限公司,私营·民营企业,500-999人,制药/生物工程
技术文档工程师（实习生）,150元/日,上海-静安区,实习3天/周,技术文档工程师,不限,昨天发布,上海弼博信息技术有限公司,私营·民营企业,100-499人,互联网/移动互联网/电子商务
生产质量管理,年薪5-7w,安康,应届,生产质量管理,6人,昨天发布,南京通孚玩具有限责任公司,中外合营(合资·合作),1000-2000人,工艺品/珠宝/玩具
营销储备干部,年薪7-12w,阳江,应届,储备干部,5人,昨天发布,广东恒兴饲料实业股份有限公司,私营·民营企业,5000-10000人,农/林/牧/渔
售前工程师,年薪7-12w,福州-晋安区,应届,售前支持工程师,10人,昨天发布,福富软件公司,中外合营(合资·合作),2000-5000人,计算机软件
人力资源岗,年薪10-14w,上海,应届,保险内勤,1人,昨天发布,新华保险上海,国内上市公司,5000-10000人,保险
生产管理储备,年薪5-7w,济南,应届,储备干部,7人,昨天发布,欣和,外商独资·外企办事处,5000-10000人,食品/饮料/烟酒/日化
营销储备干部,年薪7-12w,珠海,应届,储备干部,5人,昨天发布,广东恒兴饲料实业股份有限公司,私营·民营企业,5000-10000人,农/林/牧/渔
专利工程师,年薪7-10w,石家庄-裕华区,应届,知识产权/专利/商标代理人,10人,昨天发布,石家庄国为知识产权事务所,私营·民营企业,100-499人,专业服务(咨询/财会/法律/翻译等)
管理培训生（财会、统计、审计专业）,年薪4-5w,郑州,应届,管理培训生,8人,昨天发布,焦作隆丰皮草企业有限公司,中外合营(合资·合作),5000-10000人,服装服饰/纺织/皮革
毕业季* 链家实习生(底薪8000+快速晋升),年薪10-11w,上海-杨浦区,应届,客户代表,3人,昨天发布,上海链家房地产经纪有限公司,私营·民营企业,10000人以上,房地产服务(物业管理/地产经纪)
运营专员（2021届）,年薪7-12w,南京,应届,运营专员,2人,昨天发布,擎天科技南京,私营·民营企业,500-999人,IT服务/系统集成
【校招】游戏Unity3D客户端开发,年薪16-22w,北京,应届,U3D,不限,昨天发布,创智优品,私营·民营企业,100-499人,互联网/移动互联网/电子商务
前端开发工程师,年薪9-16w,成都-武侯区,应届,WEB前端开发工程师,1人,昨天发布,北京御芯微科技有限公司,私营·民营企业,50-99人,电子技术/半导体/集成电路
新媒体运营文案,年薪10-22w,北京-昌平区,应届,文案/策划,不限,昨天发布,凌波微步,私营·民营企业,1-49人,电子技术/半导体/集成电路
热线客服,年薪6-11w,杭州,应届,客户服务专员/助理,不限,昨天发布,浙江诺诺网络科技有限公司,国有企业,500-999人,互联网/移动互联网/电子商务
数据分析师,150元/日,深圳-福田区,实习3天/周,数据分析师,5人,昨天发布,联洲投资发展集团有限公司,私营·民营企业,500-999人,基金/证券/期货/投资
施工员实习生,年薪4-5w,成都-锦江区,应届,现场/施工管理,20人,昨天发布,厦门市胜驰建设工程有限公司,私营·民营企业,100-499人,房地产开发/建筑/建材/工程
证券分支机构定向培养,年薪10-12w,南京,应届,其他基金/证券/期货/投资,不限,昨天发布,东方财富证券,私营·民营企业,1000-2000人,基金/证券/期货/投资
印刷排版/制版,年薪4-6w,杭州,应届,印刷排版/制版,8人,昨天发布,杭州真彩图文制作有限公司,私营·民营企业,100-499人,专业服务(咨询/财会/法律/翻译等)
数据标注实习生,120元/日,武汉-洪山区,实习5天/周,实习生,15人,昨天发布,东莞正扬电子机械有限公司武汉研发中心,外商独资·外企办事处,50-99人,汽车/摩托车
QC分析员,年薪12-17w,绍兴,应届,化工实验室研究员/技术员,不限,昨天发布,浙江晖石药业有限公司,其他,100-499人,制药/生物工程
流量运营,年薪7-12w,北京-海淀区,应届,运营经理/主管,1人,昨天发布,北京石头世纪科技股份有限公司,国内上市公司,500-999人,计算机硬件/网络设备
广告文案策划,100元/日,上海,实习4天/周,文案/策划,1人,昨天发布,蜻蜓FM,中外合营(合资·合作),500-999人,社交网络
人力资源实习生,160元/日,北京,实习5天/周,人力资源专员/助理,1人,昨天发布,北京极豪科技有限公司,中外合营(合资·合作),50-99人,AI行业应用
大数据开发工程师(2021届校园招聘）-福州,年薪7-12w,福州-晋安区,应届,数据开发,10人,昨天发布,福富软件公司,中外合营(合资·合作),2000-5000人,计算机软件
销售运营专员/助理,100元/日,上海-闵行区,实习4天/周,销售运营专员/助理,2人,昨天发布,江苏苏邑设计集团有限公司,私营·民营企业,500-999人,房地产开发/建筑/建材/工程
